rho_total,idle_ratio_mean,idle_ratio_std
0.2,0.40488894908869044,0.0037209663351035964
0.3,0.31848505640155944,0.0033517362692706623
0.4,0.26247343570429355,0.002989233222965845
0.5,0.22321677368159912,0.0026774313424512285
0.6,0.19417519527162536,0.0024161438360299314
0.7,0.17182056369117255,0.0021972817666402983
0.8,0.15408176109118152,0.0020126311871303633
0.9,0.13966293742791583,0.00185538140624005
1.0,0.12771179977748395,0.0017201785156313817
